RouteNumber,year,first
881604,1997.0,53
900405,1997.0,87
210302,1998.0,50
210702,1998.0,50
250304,1998.0,38
250406,1998.0,36
350116,1998.0,56
350116,1998.0,56
350116,1998.0,56
350511,1998.0,76
350511,1998.0,76
350610,1998.0,67
350814,1998.0,54
360219,1998.0,84
360416,1998.0,86
360417,1998.0,85
360511,1998.0,86
360511,1998.0,86
440109,1998.0,103
440113,1998.0,89
440209,1998.0,103
440315,1998.0,90
440415,1998.0,89
440508,1998.0,112
440516,1998.0,90
460107,1998.0,52
460107,1998.0,52
460107,1998.0,52
460307,1998.0,50
460405,1998.0,53
460501,1998.0,87
460508,1998.0,50
460508,1998.0,50
460604,1998.0,56
460703,1998.0,57
460703,1998.0,57
460703,1998.0,57
460704,1998.0,59
460706,1998.0,52
470403,1998.0,87
470503,1998.0,86
500132,1998.0,93
500133,1998.0,88
500135,1998.0,87
500180,1998.0,86
500180,1998.0,86
500215,1998.0,102
500235,1998.0,88
500271,1998.0,102
500271,1998.0,102
500332,1998.0,94
500413,1998.0,98
500422,1998.0,93
500429,1998.0,87
500541,1998.0,87
500635,1998.0,87
500729,1998.0,88
500822,1998.0,96
500834,1998.0,87
501434,1998.0,87
520118,1998.0,56
580107,1998.0,88
580107,1998.0,88
580203,1998.0,90
580304,1998.0,90
580304,1998.0,90
580805,1998.0,88
590605,1998.0,58
591005,1998.0,59
591805,1998.0,60
591905,1998.0,58
592105,1998.0,58
592305,1998.0,59
610323,1998.0,86
610323,1998.0,86
610422,1998.0,86
610523,1998.0,67
610620,1998.0,88
610723,1998.0,66
610822,1998.0,86
610823,1998.0,68
610823,1998.0,68
610823,1998.0,68
610920,1998.0,87
610920,1998.0,87
611122,1998.0,87
630110,1998.0,67
630210,1998.0,60
630211,1998.0,67
630224,1998.0,41
630224,1998.0,41
630323,1998.0,42
630510,1998.0,67
630810,1998.0,52
630923,1998.0,42
720111,1998.0,79
720214,1998.0,68
800107,1998.0,43
800407,1998.0,43
800507,1998.0,44
820403,1998.0,50
880104,1998.0,56
880110,1998.0,59
880319,1998.0,66
880417,1998.0,59
880417,1998.0,59
880417,1998.0,59
880504,1998.0,60
881113,1998.0,50
881404,1998.0,61
881404,1998.0,61
881604,1998.0,59
900405,1998.0,88
210302,1999.0,48
210702,1999.0,48
250304,1999.0,35
250406,1999.0,34
350116,1999.0,42
350116,1999.0,42
350116,1999.0,42
350511,1999.0,88
350511,1999.0,88
350610,1999.0,83
350814,1999.0,42
360219,1999.0,79
360416,1999.0,86
360417,1999.0,78
360511,1999.0,89
360511,1999.0,89
440109,1999.0,112
440113,1999.0,99
440209,1999.0,112
440315,1999.0,101
440415,1999.0,98
440508,1999.0,123
440516,1999.0,98
460107,1999.0,48
460107,1999.0,48
460107,1999.0,48
460307,1999.0,44
460405,1999.0,59
460501,1999.0,92
460508,1999.0,48
460508,1999.0,48
460604,1999.0,60
460703,1999.0,49
460703,1999.0,49
460703,1999.0,49
460704,1999.0,61
460706,1999.0,48
470403,1999.0,90
470503,1999.0,88
500132,1999.0,91
500133,1999.0,92
500135,1999.0,92
500180,1999.0,91
500180,1999.0,91
500215,1999.0,104
500235,1999.0,92
500271,1999.0,104
500271,1999.0,104
500332,1999.0,94
500413,1999.0,101
500422,1999.0,98
500429,1999.0,92
500541,1999.0,91
500635,1999.0,91
500729,1999.0,92
500822,1999.0,102
500834,1999.0,92
501434,1999.0,91
520118,1999.0,40
580107,1999.0,94
580107,1999.0,94
580203,1999.0,112
580304,1999.0,98
580304,1999.0,98
580805,1999.0,92
590605,1999.0,76
591005,1999.0,80
591805,1999.0,83
591905,1999.0,77
592105,1999.0,76
592305,1999.0,78
610323,1999.0,90
610323,1999.0,90
610422,1999.0,90
610523,1999.0,87
610620,1999.0,92
610723,1999.0,86
610822,1999.0,90
610823,1999.0,88
610823,1999.0,88
610823,1999.0,88
610920,1999.0,92
610920,1999.0,92
611122,1999.0,90
630110,1999.0,49
630210,1999.0,43
630211,1999.0,59
630224,1999.0,37
630224,1999.0,37
630323,1999.0,37
630510,1999.0,49
630810,1999.0,41
630923,1999.0,37
720111,1999.0,91
720214,1999.0,77
800107,1999.0,38
800407,1999.0,38
800507,1999.0,38
820403,1999.0,39
880104,1999.0,47
880110,1999.0,42
880319,1999.0,43
880417,1999.0,42
880417,1999.0,42
880417,1999.0,42
880504,1999.0,47
881113,1999.0,40
881404,1999.0,60
881404,1999.0,60
881604,1999.0,43
900405,1999.0,94
210302,2000.0,56
210702,2000.0,56
250304,2000.0,41
250406,2000.0,40
350116,2000.0,55
350116,2000.0,55
350116,2000.0,55
350511,2000.0,57
350511,2000.0,57
350610,2000.0,57
350814,2000.0,55
360219,2000.0,58
360416,2000.0,59
360417,2000.0,58
360511,2000.0,61
360511,2000.0,61
440109,2000.0,107
440113,2000.0,93
440209,2000.0,111
440315,2000.0,94
440415,2000.0,90
440508,2000.0,127
440516,2000.0,89
460107,2000.0,56
460107,2000.0,56
460107,2000.0,56
460307,2000.0,55
460405,2000.0,58
460501,2000.0,66
460508,2000.0,56
460508,2000.0,56
460604,2000.0,58
460703,2000.0,56
460703,2000.0,56
460703,2000.0,56
460704,2000.0,58
460706,2000.0,56
470403,2000.0,76
470503,2000.0,69
500132,2000.0,66
500133,2000.0,66
500135,2000.0,67
500180,2000.0,65
500180,2000.0,65
500215,2000.0,91
500235,2000.0,67
500271,2000.0,89
500271,2000.0,89
500332,2000.0,67
500413,2000.0,85
500422,2000.0,82
500429,2000.0,67
500541,2000.0,66
500635,2000.0,67
500729,2000.0,67
500822,2000.0,84
500834,2000.0,66
501434,2000.0,67
520118,2000.0,54
580107,2000.0,85
580107,2000.0,85
580203,2000.0,99
580304,2000.0,95
580304,2000.0,95
580805,2000.0,85
590605,2000.0,62
591005,2000.0,67
591805,2000.0,67
591905,2000.0,61
592105,2000.0,59
592305,2000.0,67
610323,2000.0,82
610323,2000.0,82
610422,2000.0,76
610523,2000.0,69
610620,2000.0,82
610723,2000.0,69
610822,2000.0,76
610823,2000.0,69
610823,2000.0,69
610823,2000.0,69
610920,2000.0,83
610920,2000.0,83
611122,2000.0,82
630110,2000.0,55
630210,2000.0,54
630211,2000.0,56
630224,2000.0,43
630224,2000.0,43
630323,2000.0,43
630510,2000.0,55
630810,2000.0,48
630923,2000.0,42
720111,2000.0,58
720214,2000.0,65
800107,2000.0,45
800407,2000.0,44
800507,2000.0,45
820403,2000.0,48
880104,2000.0,56
880110,2000.0,56
880319,2000.0,57
880417,2000.0,55
880417,2000.0,55
880417,2000.0,55
880504,2000.0,57
881113,2000.0,51
881404,2000.0,57
881404,2000.0,57
881604,2000.0,56
900405,2000.0,69
210302,2001.0,51
210702,2001.0,52
250304,2001.0,37
250406,2001.0,37
350116,2001.0,51
350116,2001.0,51
350116,2001.0,51
350511,2001.0,81
350511,2001.0,81
350610,2001.0,81
350814,2001.0,51
360219,2001.0,96
360416,2001.0,96
360417,2001.0,96
360511,2001.0,98
360511,2001.0,98
440109,2001.0,117
440113,2001.0,113
440209,2001.0,117
440315,2001.0,113
440415,2001.0,112
440508,2001.0,122
440516,2001.0,114
460107,2001.0,52
460107,2001.0,52
460107,2001.0,52
460307,2001.0,51
460405,2001.0,59
460501,2001.0,97
460508,2001.0,51
460508,2001.0,51
460604,2001.0,62
460703,2001.0,58
460703,2001.0,58
460703,2001.0,58
460704,2001.0,70
460706,2001.0,52
470403,2001.0,104
470503,2001.0,101
500132,2001.0,110
500133,2001.0,109
500135,2001.0,104
500180,2001.0,103
500180,2001.0,103
500215,2001.0,117
500235,2001.0,104
500271,2001.0,115
500271,2001.0,115
500332,2001.0,110
500413,2001.0,115
500422,2001.0,111
500429,2001.0,105
500541,2001.0,101
500635,2001.0,103
500729,2001.0,109
500822,2001.0,115
500834,2001.0,105
501434,2001.0,108
520118,2001.0,69
580107,2001.0,111
580107,2001.0,111
580203,2001.0,116
580304,2001.0,114
580304,2001.0,114
580805,2001.0,112
590605,2001.0,76
591005,2001.0,94
591805,2001.0,92
591905,2001.0,77
592105,2001.0,75
592305,2001.0,90
610323,2001.0,102
610323,2001.0,102
610422,2001.0,102
610523,2001.0,99
610620,2001.0,105
610723,2001.0,99
610822,2001.0,101
610823,2001.0,99
610823,2001.0,99
610823,2001.0,99
610920,2001.0,104
610920,2001.0,104
611122,2001.0,103
630110,2001.0,51
630210,2001.0,47
630211,2001.0,54
630224,2001.0,40
630224,2001.0,40
630323,2001.0,40
630510,2001.0,47
630810,2001.0,46
630923,2001.0,40
720111,2001.0,95
720214,2001.0,93
800107,2001.0,41
800407,2001.0,40
800507,2001.0,41
820403,2001.0,44
880104,2001.0,52
880110,2001.0,51
880319,2001.0,56
880417,2001.0,47
880417,2001.0,47
880417,2001.0,47
880504,2001.0,57
881113,2001.0,45
881404,2001.0,58
881404,2001.0,58
881604,2001.0,52
900405,2001.0,98
210302,2002.0,51
210702,2002.0,51
250304,2002.0,36
250406,2002.0,35
350116,2002.0,65
350116,2002.0,65
350116,2002.0,65
350511,2002.0,68
350511,2002.0,68
350610,2002.0,68
350814,2002.0,56
360219,2002.0,79
360416,2002.0,97
360417,2002.0,88
360511,2002.0,100
360511,2002.0,100
440109,2002.0,107
440113,2002.0,102
440209,2002.0,107
440315,2002.0,103
440415,2002.0,101
440508,2002.0,109
440516,2002.0,103
460107,2002.0,51
460107,2002.0,51
460107,2002.0,51
460307,2002.0,48
460405,2002.0,52
460501,2002.0,74
460508,2002.0,51
460508,2002.0,51
460604,2002.0,55
460703,2002.0,56
460703,2002.0,56
460703,2002.0,56
460704,2002.0,57
460706,2002.0,51
470403,2002.0,89
470503,2002.0,73
500132,2002.0,104
500133,2002.0,104
500135,2002.0,103
500180,2002.0,103
500180,2002.0,103
500215,2002.0,106
500235,2002.0,103
500271,2002.0,105
500271,2002.0,105
500332,2002.0,104
500413,2002.0,105
500422,2002.0,105
500429,2002.0,104
500541,2002.0,102
500635,2002.0,103
500729,2002.0,104
500822,2002.0,106
500834,2002.0,103
501434,2002.0,104
520118,2002.0,54
580107,2002.0,93
580107,2002.0,93
580203,2002.0,105
580304,2002.0,103
580304,2002.0,103
580805,2002.0,92
590605,2002.0,56
591005,2002.0,66
591805,2002.0,66
591905,2002.0,57
592105,2002.0,57
592305,2002.0,57
610323,2002.0,74
610323,2002.0,74
610422,2002.0,74
610523,2002.0,68
610620,2002.0,89
610723,2002.0,68
610822,2002.0,74
610823,2002.0,68
610823,2002.0,68
610823,2002.0,68
610920,2002.0,88
610920,2002.0,88
611122,2002.0,75
630110,2002.0,72
630210,2002.0,68
630211,2002.0,73
630224,2002.0,39
630224,2002.0,39
630323,2002.0,39
630510,2002.0,72
630810,2002.0,54
630923,2002.0,39
720111,2002.0,73
720214,2002.0,67
800107,2002.0,43
800407,2002.0,42
800507,2002.0,43
820403,2002.0,51
880104,2002.0,53
880110,2002.0,66
880319,2002.0,72
880417,2002.0,68
880417,2002.0,68
880417,2002.0,68
880504,2002.0,66
881113,2002.0,47
881404,2002.0,62
881404,2002.0,62
881604,2002.0,56
900405,2002.0,79
210302,2003.0,71
210702,2003.0,71
250304,2003.0,37
250406,2003.0,36
350116,2003.0,75
350116,2003.0,75
350116,2003.0,75
350511,2003.0,78
350511,2003.0,78
350610,2003.0,78
350814,2003.0,74
360219,2003.0,81
360416,2003.0,77
360417,2003.0,77
360511,2003.0,82
360511,2003.0,82
440109,2003.0,118
440113,2003.0,106
440209,2003.0,119
440315,2003.0,111
440415,2003.0,111
440508,2003.0,125
440516,2003.0,114
460107,2003.0,75
460107,2003.0,75
460107,2003.0,75
460307,2003.0,71
460405,2003.0,77
460501,2003.0,83
460508,2003.0,68
460508,2003.0,68
460604,2003.0,77
460703,2003.0,77
460703,2003.0,77
460703,2003.0,77
460704,2003.0,78
460706,2003.0,76
470403,2003.0,86
470503,2003.0,85
500132,2003.0,90
500133,2003.0,84
500135,2003.0,82
500180,2003.0,82
500180,2003.0,82
500215,2003.0,101
500235,2003.0,83
500271,2003.0,102
500271,2003.0,102
500332,2003.0,90
500413,2003.0,100
500422,2003.0,100
500429,2003.0,83
500541,2003.0,83
500635,2003.0,82
500729,2003.0,83
500822,2003.0,100
500834,2003.0,82
501434,2003.0,83
520118,2003.0,71
580107,2003.0,100
580107,2003.0,100
580203,2003.0,110
580304,2003.0,106
580304,2003.0,106
580805,2003.0,102
590605,2003.0,80
591005,2003.0,81
591805,2003.0,80
591905,2003.0,79
592105,2003.0,80
592305,2003.0,81
610323,2003.0,85
610323,2003.0,85
610422,2003.0,85
610523,2003.0,83
610620,2003.0,87
610723,2003.0,82
610822,2003.0,85
610823,2003.0,83
610823,2003.0,83
610823,2003.0,83
610920,2003.0,87
610920,2003.0,87
611122,2003.0,85
630110,2003.0,62
630210,2003.0,61
630211,2003.0,64
630224,2003.0,43
630224,2003.0,43
630323,2003.0,41
630510,2003.0,61
630810,2003.0,53
630923,2003.0,41
720111,2003.0,80
720214,2003.0,83
800107,2003.0,43
800407,2003.0,42
800507,2003.0,43
820403,2003.0,63
880104,2003.0,76
880110,2003.0,71
880319,2003.0,73
880417,2003.0,66
880417,2003.0,66
880417,2003.0,66
880504,2003.0,75
881113,2003.0,64
881404,2003.0,77
881404,2003.0,77
881604,2003.0,75
900405,2003.0,84
210302,2004.0,62
210702,2004.0,62
250304,2004.0,37
250406,2004.0,37
350116,2004.0,63
350116,2004.0,63
350116,2004.0,63
350511,2004.0,67
350511,2004.0,67
350610,2004.0,66
350814,2004.0,61
360219,2004.0,84
360416,2004.0,84
360417,2004.0,84
360511,2004.0,86
360511,2004.0,86
440109,2004.0,114
440113,2004.0,109
440209,2004.0,118
440315,2004.0,110
440415,2004.0,110
440508,2004.0,122
440516,2004.0,111
460107,2004.0,62
460107,2004.0,62
460107,2004.0,62
460307,2004.0,61
460405,2004.0,63
460501,2004.0,86
460508,2004.0,61
460508,2004.0,61
460604,2004.0,64
460703,2004.0,64
460703,2004.0,64
460703,2004.0,64
460704,2004.0,65
460706,2004.0,62
470403,2004.0,88
470503,2004.0,87
500132,2004.0,93
500133,2004.0,93
500135,2004.0,89
500180,2004.0,88
500180,2004.0,88
500215,2004.0,109
500235,2004.0,93
500271,2004.0,116
500271,2004.0,116
500332,2004.0,94
500413,2004.0,106
500422,2004.0,98
500429,2004.0,94
500541,2004.0,88
500635,2004.0,93
500729,2004.0,94
500822,2004.0,105
500834,2004.0,92
501434,2004.0,93
520118,2004.0,60
580107,2004.0,99
580107,2004.0,99
580203,2004.0,111
580304,2004.0,109
580304,2004.0,109
580805,2004.0,103
590605,2004.0,65
591005,2004.0,66
591805,2004.0,66
591905,2004.0,65
592105,2004.0,65
592305,2004.0,66
610323,2004.0,86
610323,2004.0,86
610422,2004.0,86
610523,2004.0,75
610620,2004.0,89
610723,2004.0,75
610822,2004.0,86
610823,2004.0,85
610823,2004.0,85
610823,2004.0,85
610920,2004.0,88
610920,2004.0,88
611122,2004.0,87
630110,2004.0,64
630210,2004.0,64
630211,2004.0,66
630224,2004.0,42
630224,2004.0,42
630323,2004.0,43
630510,2004.0,64
630810,2004.0,61
630923,2004.0,42
720111,2004.0,85
720214,2004.0,67
800107,2004.0,52
800407,2004.0,50
800507,2004.0,52
820403,2004.0,61
880104,2004.0,63
880110,2004.0,64
880319,2004.0,66
880417,2004.0,65
880417,2004.0,65
880417,2004.0,65
880504,2004.0,64
881113,2004.0,61
881404,2004.0,65
881404,2004.0,65
881604,2004.0,64
900405,2004.0,86
210302,2005.0,65
210702,2005.0,66
250304,2005.0,38
250406,2005.0,38
350116,2005.0,66
350116,2005.0,66
350116,2005.0,66
350511,2005.0,88
350511,2005.0,88
350610,2005.0,87
350814,2005.0,47
360219,2005.0,88
360416,2005.0,88
360417,2005.0,87
360511,2005.0,90
360511,2005.0,90
440109,2005.0,110
440113,2005.0,105
440209,2005.0,110
440315,2005.0,107
440415,2005.0,106
440508,2005.0,130
440516,2005.0,108
460107,2005.0,53
460107,2005.0,53
460107,2005.0,53
460307,2005.0,52
460405,2005.0,67
460501,2005.0,94
460508,2005.0,54
460508,2005.0,54
460604,2005.0,77
460703,2005.0,67
460703,2005.0,67
460703,2005.0,67
460704,2005.0,78
460706,2005.0,54
470403,2005.0,96
470503,2005.0,96
500132,2005.0,93
500133,2005.0,93
500135,2005.0,93
500180,2005.0,91
500180,2005.0,91
500215,2005.0,97
500235,2005.0,94
500271,2005.0,98
500271,2005.0,98
500332,2005.0,94
500413,2005.0,96
500422,2005.0,95
500429,2005.0,93
500541,2005.0,93
500635,2005.0,94
500729,2005.0,93
500822,2005.0,95
500834,2005.0,93
501434,2005.0,93
520118,2005.0,48
580107,2005.0,98
580107,2005.0,98
580203,2005.0,109
580304,2005.0,106
580304,2005.0,106
580805,2005.0,99
590605,2005.0,87
591005,2005.0,89
591805,2005.0,89
591905,2005.0,86
592105,2005.0,86
592305,2005.0,88
610323,2005.0,96
610323,2005.0,96
610422,2005.0,96
610523,2005.0,92
610620,2005.0,96
610723,2005.0,92
610822,2005.0,96
610823,2005.0,94
610823,2005.0,94
610823,2005.0,94
610920,2005.0,97
610920,2005.0,97
611122,2005.0,96
630110,2005.0,66
630210,2005.0,54
630211,2005.0,71
630224,2005.0,40
630224,2005.0,40
630323,2005.0,40
630510,2005.0,54
630810,2005.0,52
630923,2005.0,40
720111,2005.0,90
720214,2005.0,89
800107,2005.0,43
800407,2005.0,42
800507,2005.0,44
820403,2005.0,45
880104,2005.0,65
880110,2005.0,54
880319,2005.0,65
880417,2005.0,64
880417,2005.0,64
880417,2005.0,64
880504,2005.0,77
881113,2005.0,46
881404,2005.0,79
881404,2005.0,79
881604,2005.0,65
900405,2005.0,96
